household_id,province,people,month,appliance,own,hours_morning,hours_afternoon,hours_evening,hours_night,rainy_days,public_holidays,typical_w,min_w,max_w,standby_w,hours_morning_monthly,hours_afternoon_monthly,hours_evening_monthly,hours_night_monthly,daily_hours_total,monthly_hours_total,monthly_kwh_appliance
7,Eastern,4,7,Laptop,1,0.813,0.947,1.136,0.4,10,2,65,45,90,1,24.389999999999997,28.41,34.08,12.0,3.296,98.88,7.1472
7,Eastern,4,7,Washing Machine (Front-load),1,0.164,0.246,0.232,0.155,10,2,500,350,800,1,4.92,7.38,6.96,4.65,0.797,23.910000000000004,12.675000000000002
7,Eastern,4,7,Rice Cooker,1,0.394,0.027,0.543,0.0,10,2,500,300,900,0,11.82,0.8099999999999999,16.290000000000003,0.0,0.9640000000000001,28.92,14.46
7,Eastern,4,7,Electric Kettle,1,0.091,0.074,0.086,0.033,10,2,2000,1500,2200,0,2.73,2.2199999999999998,2.5799999999999996,0.99,0.28400000000000003,8.52,17.04
7,Eastern,4,7,Iron,1,0.039,0.044,0.037,0.019,10,2,1200,900,1800,0,1.17,1.3199999999999998,1.1099999999999999,0.57,0.13899999999999998,4.17,5.004
7,Eastern,4,7,Water Pump,1,0.008,0.285,0.067,0.066,10,2,750,400,1100,0,0.24,8.549999999999999,2.0100000000000002,1.98,0.426,12.78,9.585
7,Eastern,4,7,LED Bulb,1,0.1,0.2,3.771,6.045,10,2,9,5,15,0,3.0,6.0,113.13,181.35,10.116,303.48,2.73132
7,Eastern,4,7,Blender,1,0.05,0.043,0.06,0.035,10,2,400,200,800,0,1.5,1.2899999999999998,1.7999999999999998,1.05,0.188,5.64,2.256
8,Central,4,8,Ceiling Fan,1,0.738,1.3,2.587,4.593,10,2,65,45,85,0,22.14,39.0,77.61,137.79,9.218,276.53999999999996,17.975099999999998
8,Central,4,8,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
8,Central,4,8,Inverter AC (9000–12000 BTU),1,0.076,0.005,1.821,0.758,10,2,950,700,1400,2,2.28,0.15,54.629999999999995,22.740000000000002,2.66,79.8,77.25
8,Central,4,8,Washing Machine (Front-load),1,0.111,0.166,0.157,0.105,10,2,500,350,800,1,3.33,4.98,4.71,3.15,0.539,16.169999999999998,8.805
8,Central,4,8,Rice Cooker,1,0.514,0.202,0.472,0.0,10,2,500,300,900,0,15.42,6.0600000000000005,14.16,0.0,1.188,35.64,17.82
8,Central,4,8,Electric Kettle,1,0.075,0.059,0.043,0.016,10,2,2000,1500,2200,0,2.25,1.77,1.2899999999999998,0.48,0.193,5.789999999999999,11.579999999999998
8,Central,4,8,LED Bulb,1,0.1,0.2,4.345,6.257,10,2,9,5,15,0,3.0,6.0,130.35,187.70999999999998,10.902,327.05999999999995,2.9435399999999996
8,Central,4,8,Water Heater (Instant),1,0.079,0.079,0.009,0.099,10,2,3000,2000,4500,0,2.37,2.37,0.26999999999999996,2.97,0.266,7.98,23.94
9,North Central,6,10,Ceiling Fan,1,0.834,1.331,3.654,3.919,16,2,65,45,85,0,25.02,39.93,109.62,117.57000000000001,9.738,292.14,18.989099999999997
9,North Central,6,10,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,16,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
9,North Central,6,10,Inverter AC (9000–12000 BTU),1,0.069,0.038,1.532,2.001,16,2,950,700,1400,2,2.0700000000000003,1.14,45.96,60.029999999999994,3.6399999999999997,109.19999999999999,105.17999999999998
9,North Central,6,10,Non-inverter AC (12000 BTU),1,0.078,0.417,0.613,1.82,16,2,1200,900,1700,2,2.34,12.51,18.39,54.6,2.928,87.84,106.848
9,North Central,6,10,Desktop PC,1,0.219,0.609,0.556,0.059,16,2,200,120,350,2,6.57,18.27,16.68,1.77,1.4429999999999998,43.29,10.098
9,North Central,6,10,Washing Machine (Front-load),1,0.081,0.122,0.115,0.076,16,2,500,350,800,1,2.43,3.66,3.45,2.28,0.394,11.819999999999999,6.629999999999999
9,North Central,6,10,Rice Cooker,1,0.418,0.158,0.475,0.0,16,2,500,300,900,0,12.54,4.74,14.25,0.0,1.051,31.53,15.765
9,North Central,6,10,Electric Kettle,1,0.103,0.053,0.043,0.043,16,2,2000,1500,2200,0,3.09,1.5899999999999999,1.2899999999999998,1.2899999999999998,0.242,7.26,14.52
9,North Central,6,10,Iron,1,0.04,0.103,0.021,0.048,16,2,1200,900,1800,0,1.2,3.09,0.63,1.44,0.21199999999999997,6.359999999999999,7.631999999999999
9,North Central,6,10,Water Pump,1,0.009,0.367,0.106,0.099,16,2,750,400,1100,0,0.26999999999999996,11.01,3.1799999999999997,2.97,0.581,17.43,13.0725
9,North Central,6,10,Incandescent Bulb,1,0.1,0.2,3.148,5.662,16,2,60,40,100,0,3.0,6.0,94.44,169.85999999999999,9.11,273.29999999999995,16.397999999999996
9,North Central,6,10,Blender,1,0.103,0.066,0.07,0.035,16,2,400,200,800,0,3.09,1.98,2.1,1.05,0.274,8.22,3.2880000000000003
10,Western,4,6,Ceiling Fan,1,0.67,1.048,2.415,2.28,13,2,65,45,85,0,20.1,31.44,72.45,68.39999999999999,6.413,192.39,12.505349999999998
10,Western,4,6,Non-inverter AC (12000 BTU),1,0.014,0.447,1.069,2.131,13,2,1200,900,1700,2,0.42,13.41,32.07,63.92999999999999,3.6609999999999996,109.82999999999998,133.23599999999996
10,Western,4,6,LED TV (40–50 in),1,0.496,0.265,2.315,0.441,13,2,90,60,140,1,14.879999999999999,7.95,69.45,13.23,3.517,105.51,10.2159
10,Western,4,6,Laptop,1,0.317,0.561,1.278,0.24,13,2,65,45,90,1,9.51,16.830000000000002,38.34,7.199999999999999,2.396,71.88000000000001,5.392200000000001
10,Western,4,6,Washing Machine (Front-load),1,0.21,0.315,0.297,0.198,13,2,500,350,800,1,6.3,9.45,8.91,5.94,1.02,30.6,16.02
10,Western,4,6,Rice Cooker,1,0.332,0.159,0.418,0.0,13,2,500,300,900,0,9.96,4.7700000000000005,12.54,0.0,0.909,27.27,13.635
10,Western,4,6,Electric Kettle,1,0.092,0.069,0.025,0.002,13,2,2000,1500,2200,0,2.76,2.0700000000000003,0.75,0.06,0.188,5.64,11.28
10,Western,4,6,Microwave Oven,1,0.033,0.022,0.026,0.035,13,2,1200,800,1600,2,0.99,0.6599999999999999,0.7799999999999999,1.05,0.116,3.4799999999999995,5.615999999999999
10,Western,4,6,Iron,1,0.067,0.085,0.093,0.029,13,2,1200,900,1800,0,2.0100000000000002,2.5500000000000003,2.79,0.87,0.274,8.22,9.864
10,Western,4,6,LED Bulb,1,0.1,0.2,4.452,6.271,13,2,9,5,15,0,3.0,6.0,133.56,188.13,11.023,330.69,2.97621
10,Western,4,6,Water Heater (Instant),1,0.038,0.024,0.021,0.05,13,2,3000,2000,4500,0,1.14,0.72,0.63,1.5,0.133,3.9899999999999998,11.97
10,Western,4,6,Blender,1,0.044,0.039,0.09,0.038,13,2,400,200,800,0,1.3199999999999998,1.17,2.6999999999999997,1.14,0.211,6.329999999999999,2.5319999999999996
11,Central,3,8,Ceiling Fan,1,0.788,1.114,3.047,2.228,10,2,65,45,85,0,23.64,33.42,91.41000000000001,66.84,7.177,215.31000000000003,13.99515
11,Central,3,8,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
11,Central,3,8,Desktop PC,1,0.674,0.676,0.951,0.455,10,2,200,120,350,2,20.220000000000002,20.28,28.529999999999998,13.65,2.7560000000000002,82.68,17.976
11,Central,3,8,Rice Cooker,1,0.307,0.111,0.509,0.0,10,2,500,300,900,0,9.209999999999999,3.33,15.27,0.0,0.927,27.81,13.905
11,Central,3,8,Electric Kettle,1,0.089,0.06,0.087,0.038,10,2,2000,1500,2200,0,2.67,1.7999999999999998,2.61,1.14,0.27399999999999997,8.22,16.44
11,Central,3,8,Iron,1,0.027,0.025,0.07,0.017,10,2,1200,900,1800,0,0.8099999999999999,0.75,2.1,0.51,0.139,4.17,5.004
11,Central,3,8,LED Bulb,1,0.1,0.2,3.418,5.739,10,2,9,5,15,0,3.0,6.0,102.54,172.17,9.457,283.71,2.55339
12,Southern,3,7,Ceiling Fan,1,0.591,0.847,2.947,3.99,10,2,65,45,85,0,17.73,25.41,88.41,119.7,8.375,251.25,16.33125
12,Southern,3,7,Pedestal Fan,1,0.509,1.273,3.191,2.2,10,2,75,50,100,0,15.27,38.19,95.72999999999999,66.0,7.173,215.19,16.13925
12,Southern,3,7,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
12,Southern,3,7,LED TV (40–50 in),1,0.476,0.798,1.092,0.222,10,2,90,60,140,1,14.28,23.94,32.760000000000005,6.66,2.588,77.64,7.7076
12,Southern,3,7,Washing Machine (Front-load),1,0.183,0.275,0.259,0.173,10,2,500,350,800,1,5.49,8.25,7.7700000000000005,5.1899999999999995,0.8900000000000001,26.700000000000003,14.070000000000002
12,Southern,3,7,Rice Cooker,1,0.45,0.039,0.363,0.0,10,2,500,300,900,0,13.5,1.17,10.89,0.0,0.852,25.560000000000002,12.780000000000001
12,Southern,3,7,Electric Kettle,1,0.053,0.062,0.069,0.018,10,2,2000,1500,2200,0,1.5899999999999999,1.8599999999999999,2.0700000000000003,0.5399999999999999,0.20199999999999999,6.06,12.12
12,Southern,3,7,Microwave Oven,1,0.06,0.085,0.023,0.013,10,2,1200,800,1600,2,1.7999999999999998,2.5500000000000003,0.69,0.38999999999999996,0.18100000000000002,5.429999999999999,7.955999999999998
12,Southern,3,7,Iron,1,0.082,0.097,0.061,0.027,10,2,1200,900,1800,0,2.46,2.91,1.83,0.8099999999999999,0.267,8.01,9.612
12,Southern,3,7,Water Pump,1,0.021,0.234,0.107,0.024,10,2,750,400,1100,0,0.63,7.0200000000000005,3.21,0.72,0.386,11.58,8.685
12,Southern,3,7,LED Bulb,1,0.1,0.2,3.538,5.132,10,2,9,5,15,0,3.0,6.0,106.14,153.95999999999998,8.969999999999999,269.09999999999997,2.4218999999999995
12,Southern,3,7,Water Heater (Instant),1,0.002,0.032,0.021,0.065,10,2,3000,2000,4500,0,0.06,0.96,0.63,1.9500000000000002,0.12000000000000001,3.6,10.8
12,Southern,3,7,Blender,1,0.031,0.097,0.067,0.034,10,2,400,200,800,0,0.9299999999999999,2.91,2.0100000000000002,1.02,0.229,6.869999999999999,2.7479999999999993
13,Southern,4,2,Ceiling Fan,1,0.611,0.809,2.417,4.831,5,2,65,45,85,0,18.33,24.270000000000003,72.50999999999999,144.93,8.668,260.03999999999996,16.9026
13,Southern,4,2,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,5,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
13,Southern,4,2,LED TV (40–50 in),1,0.14,0.546,1.616,0.786,5,2,90,60,140,1,4.2,16.380000000000003,48.480000000000004,23.580000000000002,3.088,92.64,9.0576
13,Southern,4,2,Laptop,1,0.283,0.549,1.469,0.433,5,2,65,45,90,1,8.489999999999998,16.470000000000002,44.07,12.99,2.734,82.02,6.0513
13,Southern,4,2,Washing Machine (Front-load),1,0.185,0.277,0.262,0.174,5,2,500,350,800,1,5.55,8.31,7.86,5.22,0.8979999999999999,26.939999999999998,14.189999999999998
13,Southern,4,2,Rice Cooker,1,0.294,0.036,0.501,0.0,5,2,500,300,900,0,8.82,1.0799999999999998,15.03,0.0,0.831,24.93,12.465
13,Southern,4,2,Electric Kettle,1,0.1,0.068,0.066,0.014,5,2,2000,1500,2200,0,3.0,2.04,1.98,0.42,0.24800000000000003,7.4399999999999995,14.879999999999999
13,Southern,4,2,Iron,1,0.086,0.037,0.046,0.021,5,2,1200,900,1800,0,2.5799999999999996,1.1099999999999999,1.38,0.63,0.18999999999999997,5.699999999999999,6.839999999999999
13,Southern,4,2,Water Pump,1,0.102,0.173,0.023,0.061,5,2,750,400,1100,0,3.0599999999999996,5.1899999999999995,0.69,1.83,0.359,10.77,8.0775
13,Southern,4,2,LED Bulb,1,0.1,0.2,3.577,5.744,5,2,9,5,15,0,3.0,6.0,107.31,172.32,9.620999999999999,288.63,2.59767
13,Southern,4,2,Water Heater (Instant),1,0.015,0.048,0.053,0.01,5,2,3000,2000,4500,0,0.44999999999999996,1.44,1.5899999999999999,0.3,0.126,3.7799999999999994,11.339999999999998
13,Southern,4,2,Blender,1,0.05,0.033,0.025,0.049,5,2,400,200,800,0,1.5,0.99,0.75,1.47,0.15700000000000003,4.71,1.884
14,Uva,5,1,Ceiling Fan,1,0.932,1.276,3.671,4.565,6,2,65,45,85,0,27.96,38.28,110.13,136.95000000000002,10.443999999999999,313.32000000000005,20.365800000000004
14,Uva,5,1,Pedestal Fan,1,0.605,0.75,3.333,4.818,6,2,75,50,100,0,18.15,22.5,99.99000000000001,144.54,9.506,285.18,21.3885
14,Uva,5,1,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,6,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
14,Uva,5,1,Laptop,1,0.413,0.711,1.183,0.226,6,2,65,45,90,1,12.389999999999999,21.33,35.49,6.78,2.533,75.99000000000001,5.659350000000001
14,Uva,5,1,Rice Cooker,1,0.439,0.191,0.487,0.0,6,2,500,300,900,0,13.17,5.73,14.61,0.0,1.117,33.51,16.755
14,Uva,5,1,Iron,1,0.067,0.058,0.066,0.018,6,2,1200,900,1800,0,2.0100000000000002,1.74,1.98,0.5399999999999999,0.209,6.2700000000000005,7.524000000000001
14,Uva,5,1,LED Bulb,1,0.1,0.2,3.783,5.596,6,2,9,5,15,0,3.0,6.0,113.49,167.88,9.679,290.37,2.61333
14,Uva,5,1,Water Heater (Instant),1,0.007,0.023,0.054,0.086,6,2,3000,2000,4500,0,0.21,0.69,1.6199999999999999,2.5799999999999996,0.16999999999999998,5.1,15.299999999999999
15,Southern,4,8,Ceiling Fan,1,0.714,1.082,2.944,3.547,10,2,65,45,85,0,21.419999999999998,32.46,88.32,106.41000000000001,8.287,248.61,16.159650000000003
15,Southern,4,8,Pedestal Fan,1,0.728,0.891,3.473,1.996,10,2,75,50,100,0,21.84,26.73,104.19,59.88,7.087999999999999,212.64,15.947999999999999
15,Southern,4,8,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
15,Southern,4,8,LED TV (40–50 in),1,0.36,0.572,2.074,0.479,10,2,90,60,140,1,10.799999999999999,17.16,62.22,14.37,3.485,104.55000000000001,10.129500000000002
15,Southern,4,8,Rice Cooker,1,0.475,0.203,0.403,0.0,10,2,500,300,900,0,14.25,6.090000000000001,12.09,0.0,1.081,32.43,16.215
15,Southern,4,8,Electric Kettle,1,0.04,0.057,0.043,0.031,10,2,2000,1500,2200,0,1.2,1.71,1.2899999999999998,0.9299999999999999,0.171,5.13,10.26
15,Southern,4,8,Microwave Oven,1,0.099,0.033,0.028,0.013,10,2,1200,800,1600,2,2.97,0.99,0.84,0.38999999999999996,0.17300000000000001,5.1899999999999995,7.667999999999999
15,Southern,4,8,Iron,1,0.083,0.071,0.028,0.046,10,2,1200,900,1800,0,2.49,2.13,0.84,1.38,0.22799999999999998,6.84,8.208
15,Southern,4,8,LED Bulb,1,0.1,0.2,4.58,4.069,10,2,9,5,15,0,3.0,6.0,137.4,122.07,8.949,268.47,2.4162300000000005
15,Southern,4,8,Blender,1,0.076,0.087,0.05,0.003,10,2,400,200,800,0,2.28,2.61,1.5,0.09,0.21599999999999997,6.4799999999999995,2.592
16,Southern,4,8,Ceiling Fan,1,0.913,1.395,2.873,3.374,10,2,65,45,85,0,27.39,41.85,86.19000000000001,101.22,8.555,256.65,16.68225
16,Southern,4,8,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
